COD_UF;COD_MUNICIPIO;COD_DISTRITO;SITUACAO;NOM_TIPO_SEGLOGR;NOM_TITULO_SEGLOGR;NOM_SEGLOGR;NUM_ENDERECO;DSC_LOCALIDADE;CEP
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;123.0;VALE DAS GARCAS;13010003
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;127.0;VILLAGE;13010010
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;17.0;BANANAL;13010003
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;;BANANAL;13010003
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;;CARLOS GOMES;13010003
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;;BANANAL;13010010
35;9502;5;2;RODOVIA;;ADHEMAR PEREIRA DE BARROS;;BANANAL;13010003
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FOGUETEIRO;13015927
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FOGUETEIRO;13054030
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FOGUETEIRO;13036260
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;RECANTO CAMPESTRE DE VIRACOPOS;13023901
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FOGUETEIRO;13015912
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FOGUETEIRO;13013173
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FOGUETEIRO;13013020
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;RECANTO CAMPESTRE DE VIRACOPOS;13015315
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FRIBURGO;13010215
35;9502;5;2;ESTRADA;;MUNICIPAL CAMPINAS A INDAIDA;;VISTA ALEGRE;13010900
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;HELDITIA;13041306
35;9502;5;2;RUA;;ISABEL;;PORTAL DA MATA;13030730
35;9502;5;2;ESTRADA;;MAO BRANCA;;CAMPINAS;13010000
35;9502;5;2;ESTRADA;;MAO BRANCA;;SATELITE IRIS 1;13083745
35;9502;5;2;ESTRADA;;MAO BRANCA;;SATELITE IRIS;13083745
35;9502;5;2;ESTRADA;;MAO BRANCA;;RIBEIRAO;13083745
35;9502;5;2;ESTRADA;;MAO BRANCA;;SATELITE IRIS;13083745
35;9502;5;2;AVENIDA;;JOHN BOYD DUNLOP;5600.0;SATELITE IRIS;13059587
35;9502;5;2;RUA;;AUGUSTO ROSSIN;211.0;JARDIM ROSSIN;13059224
35;9502;5;2;RUA;;AUGUSTO ROSSIN;211.0;JARDIM ROSSIN;13059224
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;1101.0;CAMPINAS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;;TIJUCO DAS TELHAS;13085850
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;;COLONIA TOZAN;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;901.0;TIJUCO DAS TELHAS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;;MORADA DOS EUCALIPTOS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;901.0;TIJUCO DAS TELHAS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;1111.0;TIJUCO DAS TELHAS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;;TIJUCO DAS TELHAS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;1920.0;TIJUCO DAS TELHAS;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;;COLONIA TOZAN;13086700
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALONI;;TIJUCO DAS TELHAS;13086700
35;9502;5;2;RUA;;ANNA BOGON DRESSLER;;COLONIA TOZAN;13085540
35;9502;5;2;RUA;;ANNA BOGON DRESSLER;;COLONIA TOZAN;13085545
35;9502;5;2;RUA;;BORTOLO MARTINS;;COLONIA TOZAN;13085450
35;9502;5;2;RUA;;BORTOLO MARTINS;100.0;CHACARA MARGARIDA;13010000
35;9502;5;2;RUA;;BORTOLO MARTINS;100.0;TIJUCO DAS TELHAS;13085450
35;9502;5;2;RUA;;GIUSEPPE MAXIMO SCOLFARO;;COLONIA TOZAN;13083100
35;9502;5;2;RUA;;GIUSEPPE MAXIMO SCOLFARO;1057.0;CIDADE UNIVERSITARIA;13083100
35;9502;5;2;RUA;;GIUSEPPE MAXIMO SCOLFARO;;CIDADE UNIVERSITARIA;13083100
35;9502;5;2;RUA;;GIUSEPPE MAXIMO SCOLFARO;;TIJUCO DAS TELHAS;13083100
35;9502;5;2;RUA;;GIUSEPPE MAXIMO SCOLFARO;;CIDADE UNIVERSITARIA;13083100
35;9502;5;2;RUA;;SEM DENOMINACAO;;TIJUCO DAS TELHAS;13085903
35;9502;5;2;ESTRADA;;MUNICIPAL WEIMAR MORANDI;;COLONIA TOZAN;13085450
35;9502;5;2;ESTRADA;;MUNICIPAL WEIMAR MORANDI;102.0;COLONIA TOZAN;13085850
35;9502;5;2;ESTRADA;;MUNICIPAL WEIMAR MORANDI;;COLONIA TOZAN;13010000
35;9502;5;2;ESTRADA;;MUNICIPAL WEIMAR MORANDI;;COLONIA TOZAN;13085850
35;9502;5;2;ESTRADA;;COLONIA TOZAN;6.0;COLONIA TOZAN;13085850
35;9502;5;2;ESTRADA;;COLONIA TOZAN;;COLONIA TOZAN;13085850
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;CAMPINAS RURAL;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;CAMPINAS RURAL;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;CAMPINAS RURAL;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;AMARAIS;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;AMARAIS;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;AMARAIS;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;AMARAIS;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOANNINE CAUMO;;AMARAIS;13010000
35;9502;20;2;ESTRADA;;MUNICIPAL JOSE SEDANO;;VL OLIMPIA;13069390
35;9502;20;2;ESTRADA;;MUNICIPAL JOSE SEDANO;;AMARAIS;13069390
35;9502;5;2;CAMPO;;ROSA;;CAMPO GRANDE;13010000
35;9502;5;2;ESTRADA;;DE PEDREIRA PARA SOUSAS;;FAZENDA SANTA LIDYA;13010002
35;9502;5;2;ESTRADA;;RECANTO PARA GARGANTILHA;;FAZENDA SAO JOSE DO ATIBAIA OU LEAO;13010001
35;9502;5;2;ESTRADA;;SOUSAS A PEDREIRA;;TRES PONTES;13010002
35;9502;5;2;ESTRADA;;SOUSAS A PEDREIRA;;SOUSAS;13010142
35;9502;5;2;ESTRADA;;TANQUINHO;;RECANTO DOS DOURADOS;13010003
35;9502;5;2;ESTRADA;;TANQUINHO;;RECANTO DOS DOURADOS;13010009
35;9502;5;2;RODOVIA;;SP340;;RECANTO DOS DOURADOS;13010003
35;9502;5;2;ESTRADA;;SANTANA;25.0;PEDRA BRANCA;13052520
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;23.0;PEDRA BRANCA;13052523
35;9502;5;2;RODOVIA;;LIX DA CUNHA;8.0;BAIRRO 3 VENDAS;13052520
35;9502;5;2;RODOVIA;;LIX DA CUNHA;9.0;BAIRRO 3 VENDAS;13052520
35;9502;5;2;RODOVIA;;LIX DA CUNHA;51.0;BAIRRO 3 VENDAS;13052520
35;9502;5;2;RODOVIA;;LIX DA CUNHA;7.0;PEDRA BRANCA;13052523
35;9502;5;2;RODOVIA;;LIX DA CUNHA;8.0;BAIRRO 3 VENDAS;13052520
35;9502;5;2;RODOVIA;;LIX DA CUNHA;;BAIRRO 3 VENDAS;13052520
35;9502;5;2;RUA;;SEM DENOMINACAO;;CHACARA MARIZA;13060726
35;9502;5;2;RUA;;SEM DENOMINACAO;119.0;CHACARA MARIZA;13060726
35;9502;5;2;RUA;;ALBERTO CARLOS DUPA VALIN;259.0;VILA PALACIO;13060659
35;9502;10;1;RUA;;EMILIA SIGNORI;113.0;BARAO GERALDO;13012100
35;9502;10;1;RUA;;ERNESTO SERGIO DOTAVIANO;113.0;GUARA;13085345
35;9502;10;1;RUA;;YONI AZEVEDO DE BARROS CAMARGI;48.0;GUARA;13085355
35;9502;10;2;RODOVIA;DOM;PEDRO 1;141.0;SANTA GENEBRA;13092599
35;9502;5;2;RUA;;ELDER RODRIGUES JUNIOR;334.0;TRES MARIAS;13067704
35;9502;5;2;RUA;;CACILDA NAVARRO SAMPAIO;120.0;JARDIM ROSARIO;13067709
35;9502;5;2;RUA;;CACILDA NAVARRO SAMPAIO;;CHACARA TRES MARIAS;13010000
35;9502;5;2;RUA;;CACILDA NAVARRO SAMPAIO;;CHACARA TRES MARIAS;13067709
35;9502;5;2;RUA;;RIO BRANCO;;JARDIM COLINAS DA NASCENTE;13060382
35;9502;5;2;AVENIDA;;JOHN BOYD DUNLOP;8820.0;SATELITE IRIS 3;13059050
35;9502;5;2;AVENIDA;;JOHN BOYD DUNLOP;22.0;SATELITE IRIS 3;13059050
35;9502;20;1;RUA;;RENATO MENDONCA;1.0;BAIRRO TRES MARIAS;13067834
35;9502;20;1;RUA;;RENATO MENDONCA;1.0;BAIRRO TRES MARIAS;13067834
35;9502;20;1;RUA;;RENATO MENDONCA;11.0;BAIRRO TRES MARIAS;13067834
35;9502;20;1;RUA;;OTAVIO VARANDA;25.0;PARQUE CIDADE;13069027
35;9502;5;2;ESTRADA;;DO FRIBUGO;;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBUGO;;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBUGO;;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBUGO;;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBUGO;;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBURGO;100.0;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBURGO;;FRIBURGO;13057100
35;9502;5;2;ESTRADA;;DO FRIBURGO;;FRIBURGO;13057100
35;9502;10;2;ESTRADA;;DA FAZENDA SANTA GENEBRA;;FAZENDA SANTA GENEBRA;13084030
35;9502;10;2;RODOVIA;GENERAL;MILTON TAVARES DE LIMA;118.0;FAZENDA SANTA GENEBRA;13084030
35;9502;10;2;RUA;;DO SOL;536.0;JARDIM DO SOL;13085260
35;9502;10;2;RUA;;DO SOL;400.0;JARDIM DO SOL;13085260
35;9502;10;2;AVENIDA;;ALEXANDRE CASELATO;;BETEL;13084030
35;9502;10;2;AVENIDA;;ALEXANDRE CASELATO;;BETEL;13084030
35;9502;10;2;AVENIDA;;ALEXANDRE CASELATO;;BETEL;13084030
35;9502;10;2;AVENIDA;;ALEXANDRE CASELATO;;BETEL;13084030
35;9502;10;2;RUA;;ANTONIO MARASCAUCHI;;JARDIM DO SOL;13084970
35;9502;10;2;RUA;;ANTONIO MARASCAUCHI;;SOLAR CAMPINAS;13085691
35;9502;10;2;RUA;;ANTONIO MARASCAUCHI;5.0;SOLAR CAMPINAS;13010000
35;9502;10;2;RUA;;ANTONIO MARASCAUCHI;1.0;JARDIM DO SOL;13084970
35;9502;10;2;RUA;;ANTONIO MARASCAUCHI;3.0;JARDIM DO SOL;13084970
35;9502;10;2;RODOVIA;;ZEFERINO VAZ;118.0;FAZENDA SANTA GENEBRA;13084030
35;9502;5;2;RODOVIA;;SP340;;RECANTO DOS DOURADOS;13040735
35;9502;5;2;ESTRADA;;ANTONIO INACIO PUPO;;CARLOS GOMES;13010003
35;9502;5;2;ESTRADA;;CARLOS GOMES;;CARLOS GOMES;13033671
35;9502;5;2;ESTRADA;;CARLOS GOMES;;CARLOS GOMES;13015050
35;9502;5;2;ESTRADA;;DA PEDRA;;SOUSAS;13015150
35;9502;5;2;ESTRADA;;DE ACESSO FAZENDA ROZEIRAS;;CARLOS GOMES;13015029
35;9502;5;2;ESTRADA;;PARA GARGANTILHA LADO ESQUERDO;;FAZENDA 7 QUEDAS;13041580
35;9502;5;2;ESTRADA;;PARA GARGANTILHA LADO ESQUERDO;;FAZENDA CENTENARIO;13033530
35;9502;5;2;ESTRADA;;SOUZA PEDREIRA;;CARLOS GOMES;13015001
35;9502;5;2;ESTRADA;EVANGELIZADORA;ANTONIO INACIO PUPO;;CARLOS GOMES;13034145
35;9502;5;2;RUA;;BENEDITO CARLOS TEIXEIRA;;CARLOS GOMES;13033755
35;9502;5;2;RUA;;BENEDITO CARLOS TEIXEIRA;;CARLOS GOMES;13040109
35;9502;5;2;AVENIDA;;ELIZEU DE NAVARRO;;NOVA JAGUARIUNA;13010000
35;9502;10;2;ESTRADA;;AMARAIS;7.0;AMARAIS;13069428
35;9502;10;2;ESTRADA;;DA SERVIDAO;;BETEL;13069428
35;9502;10;2;ESTRADA;;DA SERVIDAO;;BETEL;13069428
35;9502;10;2;ESTRADA;;DA SERVIDAO;;BETEL;13069428
35;9502;10;2;ESTRADA;;DO PARI;;VL OLIMPIA;13069428
35;9502;10;2;ESTRADA;;DOS AMARAIS;;VL OLIMPIA;13069428
35;9502;10;2;RUA;;JOSE BONOMI;;BETEL;13069428
35;9502;10;2;RUA;;JOSE BONOMI;4.0;BETEL;13069428
35;9502;10;2;RUA;;JOSE BONOMI;;BETEL;13010000
35;9502;10;2;RUA;;JOSE BONOMI;;BETEL;13010000
35;9502;10;2;RUA;;JOSE BONOMI;;BETEL;13069428
35;9502;10;2;RUA;;JOSE BONOMI;;BETEL;13069428
35;9502;10;2;RUA;;JOSE BONOMI;;BETEL;13069428
35;9502;10;2;ESTRADA;;MATAO PAULINIA;;BETEL;13069428
35;9502;10;2;ESTRADA;;PARI;;BETEL;13010000
35;9502;10;2;RUA;;SEM DENOMINACAO;;BETEL;13069428
35;9502;10;2;ESTRADA;;MUNICIPAL JOSE SEDANO;;BETEL;13069428
35;9502;10;2;RUA;;ANTONIO CEDANO;;BETEL;13069428
35;9502;10;2;RUA;;ANTONIO CEDANO;;BETEL;13069428
35;9502;10;2;RUA;;ANTONIO CEDANO;;BETEL;13069428
35;9502;15;2;ESTRADA;;DAS CABRAS;6.0;JOAQUIM EGIDIO;13010003
35;9502;15;2;ESTRADA;;DAS CABRAS;6.0;JOAQUIM EGIDIO;13010002
35;9502;15;2;ESTRADA;SANTA;MARIA CAM 133;;JOAQUIM EGIDIO;13108046
35;9502;15;2;ESTRADA;SANTA;MARIA CAM 133;;JOAQUIM EGIDIO;13010001
35;9502;15;2;RODOVIA;;JOSE BONIFACIO COUTINHO NOGUEI;6.0;JOAQUIM EGIDIO;13106001
35;9502;15;2;RODOVIA;;JOSE BONIFACIO COUTINHO NOGUEI;11.0;JOAQUIM EGIDIO;13106001
35;9502;15;2;RODOVIA;;JOSE BONIFACIO COUTINHO NOGUEI;6.0;JOAQUIM EGIDIO;13106001
35;9502;15;2;RODOVIA;;JOSE BONIFACIO COUTINHO NOGUEI;12.0;JOAQUIM EGIDIO;13106001
35;9502;15;2;RODOVIA;;JOSE BONIFACIO COUTINHO NOGUEI;13.0;JOAQUIM EGIDIO;13106001
35;9502;15;2;RUA;PROFESSORA;LIDIA DE ABDALLA;4.0;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LYDIA ABDALA;;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LYDIA ABDALA;6.0;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LYDIA ABDALA;;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LYDIA ABDALA;;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LYDIA ABDALA;;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LYDIA ABDALA;1.0;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;;MANOEL DA SILVA COELHO;220.0;JOAQUIM EGIDIO;13108038
35;9502;20;2;RUA;;ELZA MONERATE;72.0;CDHU;13069079
35;9502;5;2;RUA;TENENTE;FERNANDO TOLEDO LEME;195.0;DIC 5;13054485
35;9502;5;2;ESTRADA;;CAPIVARI;;TRES VENDAS;13010003
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13010002
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13279481
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;124.0;PEDRA BRANCA;13010003
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13010002
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13010003
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13010003
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13010003
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;;PEDRA BRANCA;13279481
35;9502;5;2;ESTRADA;;DA PEDRA BRANCA;124.0;PEDRA BRANCA;13010010
35;9502;5;2;ESTRADA;;LUIS QUEIROS DE GUIMARAES;2.0;REFORMA AGRARIA;13279481
35;9502;5;2;ESTRADA;;LUIS QUEIROS DE GUIMARAES;;MACUCO;13279481
35;9502;5;2;ESTRADA;;LUIS QUEIROS DE GUIMARAES;;MACUCO;13279481
35;9502;5;2;ESTRADA;;LUIS QUEIROS DE GUIMARAES;;REFORMA AGRARIA;13279481
35;9502;5;2;ESTRADA;;LUIZ DE QUEIROZ GUIMARAES;;MACUCO;13279481
35;9502;5;2;ESTRADA;;SITIO SAO JOAQUIM;;BAIRRO 3 VENDAS;13010003
35;9502;5;2;ESTRADA;;SITIO SAO JOAQUIM;;TRES VENDAS;13010009
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;TRES VENDAS;13010003
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;TRES VENDAS;13010002
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;TRES VENDAS;13010002
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;BAIRRO PEDRA BRANCA;13010009
35;9502;5;2;ESTRADA;;VELHA DE INDAIATUBA;;BAIRRO PEDRA BRANCA;13010009
35;9502;5;2;RUA;;UM;35.0;SALTINHO;13051500
35;9502;5;2;SITIO;;BELA VISTA;;PEDRA BRANCA;13010310
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;546.0;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;2100.0;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;2350.0;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;;SALTINHO;13051500
35;9502;5;2;RUA;;ANTONIO AFONSO DE LIMA;209.0;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;1.0;PEDRA BRANCA;13279481
35;9502;5;2;ESTRADA;;DA SERVIDAO;;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;118.0;SALTINHO;13051500
35;9502;5;2;ESTRADA;;DA SERVIDAO;;SALTINHO;13051500
35;9502;5;2;RODOVIA;;LIX DA CUNHA;;TRES VENDAS;13010009
35;9502;5;2;AVENIDA;;JOHN BOYD DUNLOP;3670.0;CAMPO GRANDE;13060803
35;9502;5;2;RUA;;VIRGINIO MANFRON;;RECREIO SANTA FE;13064871
35;9502;5;2;RUA;;MIGUEL GIMENES ALVES;145.0;JARDIM NOSSA SENHORA DA PENHA;13010000
35;9502;5;2;RUA;;SEBASTIAO LAZARO DA SILVA;1475.0;NUCLEO SANTA ISABEL;13010000
35;9502;5;2;AVENIDA;;ROBERT BOSCH;;FAZENDA RIBEIRAO;13064190
35;9502;5;2;RODOVIA;JORNALISTA;FRANCISCO AGUIRRE PROENCA;2.0;SANTA BARBARA;13064190
35;9502;15;2;ESTRADA;;DAS CABRAS;;FAZENDA SAO JOAQUIM VELHA;13010211
35;9502;15;2;ESTRADA;;DAS CABRAS;;SOUSAS;13052061
35;9502;15;2;ESTRADA;;DAS CABRAS;;JOAQUIM EGIDIO;13010009
35;9502;15;2;ESTRADA;;DO OBSEVATORIO DE CAPRICORNIO;;SITIO PE DE SERRA;13012911
35;9502;15;2;ESTRADA;;DO OBSEVATORIO DE CAPRICORNIO;;QUINTA DO TORTO;13010002
35;9502;15;2;ESTRADA;;DO OBSEVATORIO DE CAPRICORNIO;;FAZENDA SAO PEDRO;13015909
35;9502;15;2;ESTRADA;;DO OBSEVATORIO DE CAPRICORNIO;;SITIO SANTA LUCILA;13035300
35;9502;15;2;ESTRADA;;DO OBSEVATORIO DE CAPRICORNIO;;FAZENDA SAO JOAQUIM NOVA;13024230
35;9502;15;2;ESTRADA;;FAZENDA BONFIM EXTENSAO DE T;;FAZENDA BONFIM;13010908
35;9502;15;2;ESTRADA;;FAZENDA BONFIM EXTENSAO DE T;;JOAQUIM EGIDIO;13010009
35;9502;15;2;ESTRADA;;PICO DAS CABRAS;;SITIO JARDIM PRIMAVERA;13010003
35;9502;15;2;ESTRADA;;PICO DAS CABRAS;;SITIO VAVAVERA;13010902
35;9502;15;2;ESTRADA;;PICO DAS CABRAS;;DESMEMBRAMENTO DA FAZ SAO JOAQUIM LOTES 37;13030119
35;9502;15;2;ESTRADA;;PICO DAS CABRAS;;SITIO DOIS IRMAOS;13010001
35;9502;15;2;RODOVIA;;CAM 081;;QUINTA MONTE MORIA;13010002
35;9502;15;2;RODOVIA;;CAM 081;;FAZENDA SAO JOSE;13010001
35;9502;15;2;RODOVIA;;CAM 081;;FAZENDA DAS CABRAS;13015097
35;9502;15;2;RODOVIA;;CAM 081;;JOAQUIM EGIDIO;13010003
35;9502;15;2;RUA;;DAS CABRAS;;JOAQUIM EGIDIO;13106000
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;VIRACOPOS;13010001
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;RECANTO CAMPESTRE DE VIRACOPOS;13052970
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;AEROPORTO DE VIRACOPOS;13336508
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FRIBURGO;13336508
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;3.0;RECANTO CAMPESTRE DE VIRACOPOS;13336508
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FRIBURGO;13336508
35;9502;5;2;ESTRADA;;DO FOGUETEIRO;;FRIBURGO;13336508
35;9502;5;2;ESTRADA;;DO FRIBURGO;;BAIRRO FRIBURGO;13057566
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13100000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;DO MIRIM;;FRIBURGO;13010000
35;9502;5;2;FAZENDA;;ESTIVA 2;3081.0;RECANTO CAMPESTRE DE VIRACOPOS;13336508
35;9502;5;2;RUA;;BEGNHOR;;FRIBURGO;13010010
35;9502;5;2;RUA;;BEGNHOR;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;PEDRO DEGREECIO JUNIOR;10.0;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;PEDRO DEGREECIO JUNIOR;;FRIBURGO;13010000
35;9502;5;2;ESTRADA;;JOAO VITAL DE LIMA;3199.0;RECANTO CAMPESTRE DE VIRACOPOS;13336508
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALUNE;;COLONIA TOZAN;13139899
35;9502;5;2;AVENIDA;ENGENHEIRO;LUIS ANTONIO LALUNE;;COLONIA TOZAN;13010002
35;9502;5;2;CAMINHO;;TREZENTOS E QUINZE;;COLONIA TOZAN;13084970
35;9502;5;2;CAMINHO;;TREZENTOS E QUINZE;;COLONIA TOZAN;13084970
35;9502;5;2;CAMINHO;;TREZENTOS E QUINZE;;COLONIA TOZAN;13084970
35;9502;5;2;ESTRADA;;DO SERVIDAO QUATRO;120.0;COLONIA TOZAN;13084970
35;9502;5;2;ESTRADA;;DO SERVIDAO QUATRO;;COLONIA TOZAN;13084970
35;9502;5;2;ESTRADA;;DO SERVIDAO QUATRO;;JARDIM GUARANTAN;13010009
35;9502;5;2;ESTRADA;;SEM DENOMINACAO;;COLONIA TOZAN;13084970
35;9502;5;2;RUA;;SEBASTIAO WENCESLAU PINHEIRO;;VILLAGE;13084970
35;9502;5;2;RUA;DOUTOR;GUSTAVO ORSOLINI;;NOVA MERCEDES;13052501
35;9502;5;2;RUA;DOUTOR;GUSTAVO ORSOLINI;2445.0;NOVA MERCEDES;13052501
35;9502;5;2;RUA;DOUTOR;GUSTAVO ORSOLINI;;PEDRA BRANCA;13052581
35;9502;5;2;RUA;;JOSE BIGATTO;;NOVA MERCEDES;13052501
35;9502;5;2;RUA;;JOSE BIGATTO;;PEDRA BRANCA;13052501
35;9502;5;2;RUA;;JOSE BIGATTO;;NOVA MERCEDES;13052501
35;9502;5;2;ESTRADA;;PEDRA BRANCA;;PEDRA BRANCA;13052501
35;9502;5;2;ESTRADA;;PEDRA BRANCA;;NOVA MERCEDES;13052501
35;9502;5;2;ESTRADA;;PEDRA BRANCA;;NOVA MERCEDES;13052501
35;9502;5;2;ESTRADA;;SANTANA;;CAMPINAS;13052523
35;9502;5;2;ESTRADA;;SANTANA;24.0;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;24.0;PEDRA BRANCA;13052523
35;9502;5;2;ESTRADA;;SANTANA;24.0;PEDRA BRANCA;13052523
